Plate_ID,Batch_ID,Run_Date,Analyst,Instrument_ID,Read_Order,Well,Row,Column,Sample_ID,Sample_Type,Replicate,Dilution_Factor,Expected_Concentration_pg_mL,Synthetic_True_Final_Concentration_pg_mL,OD450,Calculated_Assay_Concentration_pg_mL,Calculated_Final_Concentration_pg_mL,Result_Qualifier,Replicate_CV_Pct,Recovery_Pct,Sample_QC_Flag
PLT-006,BATCH-02,2026-01-20,Analyst_C,ELISA_Reader_02,95,H11,H,11,SMP-0216,Unknown,1,1,,81.7033,0.46511,83.3049,83.3049,Quantifiable,1.9,,Pass
PLT-006,BATCH-02,2026-01-20,Analyst_C,ELISA_Reader_02,96,H12,H,12,SMP-0216,Unknown,2,1,,81.7033,0.45375,81.1004,81.1004,Quantifiable,1.9,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,1,A1,A,1,STD_2000,Standard,1,1,2000.0,2000.0,2.35799,4425.4661,4425.4661,N/A,11.2,240.3,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,2,A2,A,2,STD_2000,Standard,2,1,2000.0,2000.0,2.37181,5186.6522,5186.6522,N/A,11.2,240.3,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,3,A3,A,3,BLANK,Blank,1,1,0.0,0.0,0.17355,27.8002,27.8002,N/A,2.46,,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,4,A4,A,4,BLANK,Blank,2,1,0.0,0.0,0.17872,28.7826,28.7826,N/A,2.46,,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,5,A5,A,5,SMP-0217,Unknown,1,5,,282.3644,0.44594,78.7982,393.991,Quantifiable,2.37,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,6,A6,A,6,SMP-0217,Unknown,2,5,,282.3644,0.45986,81.4879,407.4394,Quantifiable,2.37,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,7,A7,A,7,SMP-0218,Unknown,1,10,,117.3073,0.22058,36.6469,366.469,Quantifiable,2.19,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,8,A8,A,8,SMP-0218,Unknown,2,10,,117.3073,0.21458,35.5287,355.2873,Quantifiable,2.19,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,9,A9,A,9,SMP-0219,Unknown,1,2,,232.1987,0.76389,146.0126,292.0252,Quantifiable,1.33,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,10,A10,A,10,SMP-0219,Unknown,2,2,,232.1987,0.7523,143.2917,286.5835,Quantifiable,1.33,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,11,A11,A,11,SMP-0220,Unknown,1,1,,2209.368,2.36817,4959.8876,4959.8876,>ULOQ,44.6,,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,12,A12,A,12,SMP-0220,Unknown,2,1,,2209.368,2.4062,9529.3565,9529.3565,>ULOQ,44.6,,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,13,B1,B,1,STD_1000,Standard,1,1,1000.0,1000.0,2.10713,1276.1181,1276.1181,N/A,5.05,132.34,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,14,B2,B,2,STD_1000,Standard,2,1,1000.0,1000.0,2.13149,1370.6049,1370.6049,N/A,5.05,132.34,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,15,B3,B,3,QC_Low,QC,1,1,50.0,50.0,0.41139,72.1876,72.1876,N/A,1.06,145.47,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,16,B4,B,4,QC_Low,QC,2,1,50.0,50.0,0.41713,73.2798,73.2798,N/A,1.06,145.47,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,17,B5,B,5,SMP-0221,Unknown,1,2,,50.498,0.28869,49.2616,98.5232,Quantifiable,2.44,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,18,B6,B,6,SMP-0221,Unknown,2,2,,50.498,0.27966,47.5935,95.187,Quantifiable,2.44,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,19,B7,B,7,SMP-0222,Unknown,1,1,,29.7469,0.30823,52.8782,52.8782,Quantifiable,0.62,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,20,B8,B,8,SMP-0222,Unknown,2,1,,29.7469,0.30573,52.4156,52.4156,Quantifiable,0.62,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,21,B9,B,9,SMP-0223,Unknown,1,1,,117.4993,0.74689,142.03,142.03,Quantifiable,0.33,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,22,B10,B,10,SMP-0223,Unknown,2,1,,117.4993,0.74408,141.3773,141.3773,Quantifiable,0.33,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,23,B11,B,11,SMP-0224,Unknown,1,2,,18.2962,0.20943,34.5663,69.1326,Quantifiable,4.3,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,24,B12,B,12,SMP-0224,Unknown,2,2,,18.2962,0.19853,32.5244,65.0488,Quantifiable,4.3,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,25,C1,C,1,STD_500,Standard,1,1,500.0,500.0,1.77717,632.8163,632.8163,N/A,2.55,124.32,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,26,C2,C,2,STD_500,Standard,2,1,500.0,500.0,1.75566,610.4068,610.4068,N/A,2.55,124.32,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,27,C3,C,3,QC_Mid,QC,1,1,300.0,300.0,1.40469,362.1193,362.1193,N/A,2.7,118.44,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,28,C4,C,4,QC_Mid,QC,2,1,300.0,300.0,1.37691,348.5374,348.5374,N/A,2.7,118.44,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,29,C5,C,5,SMP-0225,Unknown,1,10,,604.5851,0.48028,85.4654,854.6538,Quantifiable,0.76,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,30,C6,C,6,SMP-0225,Unknown,2,10,,604.5851,0.4756,84.5507,845.5067,Quantifiable,0.76,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,31,C7,C,7,SMP-0226,Unknown,1,1,,2522.6187,2.40296,8795.0367,8795.0367,>ULOQ,11.25,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,32,C8,C,8,SMP-0226,Unknown,2,1,,2522.6187,2.39551,7498.9413,7498.9413,>ULOQ,11.25,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,33,C9,C,9,SMP-0227,Unknown,1,5,,302.2036,0.48057,85.522,427.61,Quantifiable,1.37,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,34,C10,C,10,SMP-0227,Unknown,2,5,,302.2036,0.47215,83.877,419.3851,Quantifiable,1.37,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,35,C11,C,11,SMP-0228,Unknown,1,1,,124.9509,0.80039,154.7518,154.7518,Quantifiable,0.48,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,36,C12,C,12,SMP-0228,Unknown,2,1,,124.9509,0.80471,155.805,155.805,Quantifiable,0.48,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,37,D1,D,1,STD_250,Standard,1,1,250.0,250.0,1.26336,298.6121,298.6121,N/A,1.31,120.56,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,38,D2,D,2,STD_250,Standard,2,1,250.0,250.0,1.27698,304.1793,304.1793,N/A,1.31,120.56,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,39,D3,D,3,QC_High,QC,1,1,1200.0,1200.0,2.22469,1904.6237,1904.6237,N/A,7.33,150.9,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,40,D4,D,4,QC_High,QC,2,1,1200.0,1200.0,2.19848,1717.0008,1717.0008,N/A,7.33,150.9,Fail
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,41,D5,D,5,SMP-0229,Unknown,1,2,,47.3,0.27383,46.5151,93.0302,Quantifiable,0.84,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,42,D6,D,6,SMP-0229,Unknown,2,2,,47.3,0.27084,45.9632,91.9264,Quantifiable,0.84,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,43,D7,D,7,SMP-0230,Unknown,1,2,,86.5089,0.37599,65.5021,131.0041,Quantifiable,0.95,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,44,D8,D,8,SMP-0230,Unknown,2,2,,86.5089,0.38071,66.3883,132.7766,Quantifiable,0.95,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,45,D9,D,9,SMP-0231,Unknown,1,2,,656.0685,1.45385,387.7053,775.4106,Quantifiable,1.85,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,46,D10,D,10,SMP-0231,Unknown,2,2,,656.0685,1.47255,398.004,796.0079,Quantifiable,1.85,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,47,D11,D,11,SMP-0232,Unknown,1,2,,58.6403,0.3042,52.1321,104.2641,Quantifiable,1.36,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,48,D12,D,12,SMP-0232,Unknown,2,2,,58.6403,0.30967,53.1452,106.2904,Quantifiable,1.36,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,49,E1,E,1,STD_125,Standard,1,1,125.0,125.0,0.79107,152.496,152.496,N/A,0.89,122.77,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,50,E2,E,2,STD_125,Standard,2,1,125.0,125.0,0.79903,154.4224,154.4224,N/A,0.89,122.77,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,51,E3,E,3,SMP-0233,Unknown,1,1,,1849.7207,2.33688,3632.4952,3632.4952,>ULOQ,20.61,,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,52,E4,E,4,SMP-0233,Unknown,2,1,,1849.7207,2.36666,4871.8424,4871.8424,>ULOQ,20.61,,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,53,E5,E,5,SMP-0234,Unknown,1,10,,545.9931,0.4437,78.3673,783.6733,Quantifiable,0.79,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,54,E6,E,6,SMP-0234,Unknown,2,10,,545.9931,0.44825,79.2427,792.4274,Quantifiable,0.79,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,55,E7,E,7,SMP-0235,Unknown,1,1,,419.9347,1.61396,488.4666,488.4666,Quantifiable,5.45,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,56,E8,E,8,SMP-0235,Unknown,2,1,,419.9347,1.6646,527.6203,527.6203,Quantifiable,5.45,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,57,E9,E,9,SMP-0236,Unknown,1,1,,789.1404,2.02763,1038.3143,1038.3143,Quantifiable,3.0,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,58,E10,E,10,SMP-0236,Unknown,2,1,,789.1404,2.0095,995.1638,995.1638,Quantifiable,3.0,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,59,E11,E,11,SMP-0237,Unknown,1,5,,50.957,0.21522,35.6472,178.2358,Quantifiable,0.72,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,60,E12,E,12,SMP-0237,Unknown,2,5,,50.957,0.21718,36.0137,180.0687,Quantifiable,0.72,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,61,F1,F,1,STD_62.5,Standard,1,1,62.5,62.5,0.49947,89.2389,89.2389,N/A,1.98,140.81,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,62,F2,F,2,STD_62.5,Standard,2,1,62.5,62.5,0.48696,86.774,86.774,N/A,1.98,140.81,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,63,F3,F,3,SMP-0238,Unknown,1,2,,931.1024,1.69499,553.299,1106.598,Quantifiable,0.23,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,64,F4,F,4,SMP-0238,Unknown,2,2,,931.1024,1.69706,555.1114,1110.2228,Quantifiable,0.23,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,65,F5,F,5,SMP-0239,Unknown,1,1,,72.544,0.54171,97.6776,97.6776,Quantifiable,0.64,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,66,F6,F,6,SMP-0239,Unknown,2,1,,72.544,0.53738,96.8032,96.8032,Quantifiable,0.64,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,67,F7,F,7,SMP-0240,Unknown,1,5,,65.7058,0.23011,38.4199,192.0994,Quantifiable,2.14,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,68,F8,F,8,SMP-0240,Unknown,2,5,,65.7058,0.22396,37.2753,186.3763,Quantifiable,2.14,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,69,F9,F,9,SMP-0241,Unknown,1,5,,37.3303,0.20243,33.2562,166.281,Quantifiable,2.81,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,70,F10,F,10,SMP-0241,Unknown,2,5,,37.3303,0.19553,31.9598,159.7992,Quantifiable,2.81,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,71,F11,F,11,SMP-0242,Unknown,1,5,,954.9723,1.06049,226.4036,1132.0179,Quantifiable,1.79,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,72,F12,F,12,SMP-0242,Unknown,2,5,,954.9723,1.07875,232.2001,1161.0007,Quantifiable,1.79,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,73,G1,G,1,STD_31.25,Standard,1,1,31.25,31.25,0.31461,54.0597,54.0597,N/A,0.21,173.25,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,74,G2,G,2,STD_31.25,Standard,2,1,31.25,31.25,0.3155,54.2242,54.2242,N/A,0.21,173.25,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,75,G3,G,3,SMP-0243,Unknown,1,1,,295.8236,1.37866,349.3764,349.3764,Quantifiable,2.91,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,76,G4,G,4,SMP-0243,Unknown,2,1,,295.8236,1.40854,364.0475,364.0475,Quantifiable,2.91,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,77,G5,G,5,SMP-0244,Unknown,1,1,,8.0173,0.20047,32.8889,32.8889,Quantifiable,2.25,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,78,G6,G,6,SMP-0244,Unknown,2,1,,8.0173,0.19499,31.8586,31.8586,Quantifiable,2.25,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,79,G7,G,7,SMP-0245,Unknown,1,2,,47.3829,0.28748,49.0393,98.0786,Quantifiable,1.53,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,80,G8,G,8,SMP-0245,Unknown,2,2,,47.3829,0.2818,47.9886,95.9773,Quantifiable,1.53,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,81,G9,G,9,SMP-0246,Unknown,1,1,,668.1496,1.93333,844.2155,844.2155,Quantifiable,5.28,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,82,G10,G,10,SMP-0246,Unknown,2,1,,668.1496,1.96908,909.662,909.662,Quantifiable,5.28,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,83,G11,G,11,SMP-0247,Unknown,1,1,,55.3663,0.4392,77.5007,77.5007,Quantifiable,1.6,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,84,G12,G,12,SMP-0247,Unknown,2,1,,55.3663,0.44843,79.2773,79.2773,Quantifiable,1.6,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,85,H1,H,1,STD_15.625,Standard,1,1,15.625,15.625,0.22833,38.0882,38.0882,N/A,3.67,250.26,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,86,H2,H,2,STD_15.625,Standard,2,1,15.625,15.625,0.23927,40.119,40.119,N/A,3.67,250.26,Review
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,87,H3,H,3,SMP-0248,Unknown,1,1,,149.8792,0.90727,182.01,182.01,Quantifiable,0.03,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,88,H4,H,4,SMP-0248,Unknown,2,1,,149.8792,0.907,181.9357,181.9357,Quantifiable,0.03,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,89,H5,H,5,SMP-0249,Unknown,1,1,,31.2768,0.31444,54.0279,54.0279,Quantifiable,0.63,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,90,H6,H,6,SMP-0249,Unknown,2,1,,31.2768,0.31183,53.5449,53.5449,Quantifiable,0.63,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,91,H7,H,7,SMP-0250,Unknown,1,1,,910.9307,2.08208,1191.0273,1191.0273,Quantifiable,5.02,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,92,H8,H,8,SMP-0250,Unknown,2,1,,910.9307,2.10783,1278.6445,1278.6445,Quantifiable,5.02,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,93,H9,H,9,SMP-0251,Unknown,1,5,,73.5197,0.23734,39.7615,198.8076,Quantifiable,1.3,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,94,H10,H,10,SMP-0251,Unknown,2,5,,73.5197,0.23343,39.0354,195.1769,Quantifiable,1.3,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,95,H11,H,11,SMP-0252,Unknown,1,1,,454.8484,1.69782,555.7757,555.7757,Quantifiable,0.02,,Pass
PLT-007,BATCH-02,2026-01-23,Analyst_A,ELISA_Reader_02,96,H12,H,12,SMP-0252,Unknown,2,1,,454.8484,1.69768,555.6546,555.6546,Quantifiable,0.02,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,1,A1,A,1,STD_2000,Standard,1,1,2000.0,2000.0,2.17396,1797.5922,1797.5922,N/A,5.33,93.4,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,2,A2,A,2,STD_2000,Standard,2,1,2000.0,2000.0,2.19297,1938.3258,1938.3258,N/A,5.33,93.4,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,3,A3,A,3,BLANK,Blank,1,1,0.0,0.0,0.05199,0.078,0.078,N/A,135.04,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,4,A4,A,4,BLANK,Blank,2,1,0.0,0.0,0.04747,0.0018,0.0018,N/A,135.04,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,5,A5,A,5,SMP-0253,Unknown,1,5,,196.1215,0.23107,38.795,193.9748,Quantifiable,1.27,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,6,A6,A,6,SMP-0253,Unknown,2,5,,196.1215,0.22746,38.1022,190.5108,Quantifiable,1.27,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,7,A7,A,7,SMP-0254,Unknown,1,5,,44.0131,0.08731,9.7659,48.8296,<LLOQ,1.57,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,8,A8,A,8,SMP-0254,Unknown,2,5,,44.0131,0.08827,9.9856,49.9279,<LLOQ,1.57,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,9,A9,A,9,SMP-0255,Unknown,1,1,,53.4741,0.30455,52.8615,52.8615,Quantifiable,1.43,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,10,A10,A,10,SMP-0255,Unknown,2,1,,53.4741,0.31016,53.9383,53.9383,Quantifiable,1.43,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,11,A11,A,11,SMP-0256,Unknown,1,1,,76.9322,0.43198,77.713,77.713,Quantifiable,1.65,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,12,A12,A,12,SMP-0256,Unknown,2,1,,76.9322,0.42298,75.9206,75.9206,Quantifiable,1.65,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,13,B1,B,1,STD_1000,Standard,1,1,1000.0,1000.0,1.96985,997.2192,997.2192,N/A,1.86,101.05,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,14,B2,B,2,STD_1000,Standard,2,1,1000.0,1000.0,1.98131,1023.8643,1023.8643,N/A,1.86,101.05,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,15,B3,B,3,QC_Low,QC,1,1,50.0,50.0,0.29731,51.4732,51.4732,N/A,5.04,99.4,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,16,B4,B,4,QC_Low,QC,2,1,50.0,50.0,0.27881,47.9315,47.9315,N/A,5.04,99.4,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,17,B5,B,5,SMP-0257,Unknown,1,1,,9.4608,0.07733,7.4227,7.4227,<LLOQ,6.06,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,18,B6,B,6,SMP-0257,Unknown,2,1,,9.4608,0.08011,8.0873,8.0873,<LLOQ,6.06,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,19,B7,B,7,SMP-0258,Unknown,1,2,,37.2971,0.12536,17.9892,35.9783,<LLOQ,2.79,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,20,B8,B,8,SMP-0258,Unknown,2,2,,37.2971,0.12888,18.7136,37.4272,<LLOQ,2.79,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,21,B9,B,9,SMP-0259,Unknown,1,5,,2013.1239,1.42059,390.7276,1953.6382,Quantifiable,3.72,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,22,B10,B,10,SMP-0259,Unknown,2,5,,2013.1239,1.45737,411.8509,2059.2546,Quantifiable,3.72,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,23,B11,B,11,SMP-0260,Unknown,1,2,,2473.1257,2.05507,1231.1642,2462.3284,Quantifiable,7.28,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,24,B12,B,12,SMP-0260,Unknown,2,2,,2473.1257,2.09158,1364.7917,2729.5835,Quantifiable,7.28,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,25,C1,C,1,STD_500,Standard,1,1,500.0,500.0,1.57594,490.5353,490.5353,N/A,0.63,97.67,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,26,C2,C,2,STD_500,Standard,2,1,500.0,500.0,1.57003,486.1664,486.1664,N/A,0.63,97.67,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,27,C3,C,3,QC_Mid,QC,1,1,300.0,300.0,1.23872,302.9156,302.9156,N/A,0.2,100.83,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,28,C4,C,4,QC_Mid,QC,2,1,300.0,300.0,1.23664,302.0405,302.0405,N/A,0.2,100.83,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,29,C5,C,5,SMP-0261,Unknown,1,1,,27.8391,0.1654,26.0567,26.0567,Quantifiable,10.44,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,30,C6,C,6,SMP-0261,Unknown,2,1,,27.8391,0.18659,30.2094,30.2094,Quantifiable,10.44,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,31,C7,C,7,SMP-0262,Unknown,1,2,,48.0493,0.14859,22.7137,45.4273,Quantifiable,4.96,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,32,C8,C,8,SMP-0262,Unknown,2,2,,48.0493,0.15686,24.3648,48.7297,Quantifiable,4.96,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,33,C9,C,9,SMP-0263,Unknown,1,2,,17.1863,0.08242,8.6326,17.2653,<LLOQ,2.63,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,34,C10,C,10,SMP-0263,Unknown,2,2,,17.1863,0.08382,8.9597,17.9193,<LLOQ,2.63,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,35,C11,C,11,SMP-0264,Unknown,1,1,,33.4374,0.19619,32.0753,32.0753,Quantifiable,4.39,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,36,C12,C,12,SMP-0264,Unknown,2,1,,33.4374,0.20683,34.1328,34.1328,Quantifiable,4.39,,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,37,D1,D,1,STD_250,Standard,1,1,250.0,250.0,1.10143,250.195,250.195,N/A,0.31,99.86,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,38,D2,D,2,STD_250,Standard,2,1,250.0,250.0,1.0983,249.0987,249.0987,N/A,0.31,99.86,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,39,D3,D,3,QC_High,QC,1,1,1200.0,1200.0,2.04373,1194.4849,1194.4849,N/A,1.0,100.25,Pass
PLT-008,BATCH-02,2026-01-26,Analyst_B,ELISA_Reader_01,40,D4,D,4,QC_High,QC,2,1,1200.0,1200.0,2.04908,1211.5367,1211.5367,N/A,1.0,100.25,Pass
